#SEED: 0.39259139262139797
SAT0,-55.474520321215344,132.06905157116063,414.35432925897237
SAT1,-13.196213367921914,-19.882654141798696,478.5223265467504
SAT2,7.84041895032108,119.20228754613674,417.27248743111613
SAT3,-20.62090668085706,-59.941455447124554,647.9755055016362
SAT4,63.50786353917897,15.897048840056755,368.93484000671197
SAT5,40.1844389278732,29.456222298246388,320.1667810074274
SAT6,-86.01786235355698,46.23193831468686,341.05660349222063
SAT7,44.36208600960751,-65.4009613595245,433.74803059984214
SAT8,39.29354821312137,66.64189967188491,672.077957884944
SAT9,-0.6973412080583614,90.70338118501701,514.330985739755
SAT10,79.6664478991863,121.42834208482293,483.60303376352203
SAT11,-47.646968611213445,42.685541073401396,318.4872300213303
SAT12,59.88485778312091,130.59720694444388,367.8520596356086
SAT13,74.5261377024413,-99.71739350391346,319.8313384447296
SAT14,-31.903886213832436,116.55036874476485,655.6319763103697
SAT15,17.746920781477854,164.50276579808445,621.7331953138639
SAT16,86.26033675253473,-143.77365563049995,453.0387115105491
SAT17,41.295456394287385,142.63438428638034,302.62971990895846
SAT18,-79.08835204439849,-89.19705306119087,481.6281342738798
SAT19,-37.7882849050288,-109.18590695565807,602.6145572502242
ROUTE,-17.67193367297216,-74.5156420161942,85.30155947733698,95.77433724375317
